UniqueId,CallingNumber,CalledNumber,CallStartTime,CallDuration,Dispostion,CallType,Channel,DstChannel,Latitude,Longitude,Region
3800,3265978452,3504003456,2015-11-11 02:50:08,256,ANSWERED,SMS,091974762-0,579649579-8,7.34167,125.575,Venice
6766,3216549870,3999756035,2015-11-27 15:45:04,326,FAILED,SMS,792233718-3,001881842-0,53.51667,-8.85,Florence
6680,3659778412,3659000450,2015-09-03 14:26:04,458,BUSY,VOICE,849394013-5,185616794-1,-8.6903,121.626,Milan
1020,3698748211,3568900007,2015-10-31 00:25:11,110,FAILED,SMS,305468480-6,532852819-0,40.18132,123.68817,Milan
2715,3659778412,3122560004,2015-10-04 19:53:09,122,REJECTED,VOICE,312499533-3,923343564-4,26.36144,118.02175,Venice
7522,3265487965,3504003456,2015-12-20 14:28:26,456,BUSY,VOICE,307292415-5,215987451-5,59.42127,27.50807,Aosta
3257,3216549870,3458611236,2015-10-29 21:14:35,458,BUSY,VOICE,937956946-7,998347452-2,17.98372,100.05217,Rome
2708,3698748211,3568040046,2015-09-28 14:28:36,326,ANSWERED,SMS,462365227-0,521069708-8,49.396,25.60518,Aosta
6647,3659778412,3900026678,2015-10-22 06:27:18,326,BUSY,SMS,992769940-9,691281082-9,57.9167,12.05,Aosta
3991,3216549870,3659000450,2015-11-07 18:59:14,456,ANSWERED,SMS,253328884-5,884996062-X,32.97746,35.33345,Milan
8102,3698748211,3256015004,2015-11-20 18:59:52,100,BUSY,SMS,256342109-8,657648069-5,24.05944,112.80806,Rome
2894,3256867412,3899600054,2015-11-24 18:56:37,456,FAILED,SMS,256081131-6,504489444-3,26.64711,85.80081,Rome
9162,3987456213,3689000589,2015-09-27 16:27:59,780,REJECTED,SMS,331692556-2,172709290-2,36.88333,22.55,Naples
1221,3265487965,3789546235,2015-11-21 12:55:40,256,REJECTED,SMS,266481062-6,474692324-8,40.6167,-8.5,Rome
9547,3695847123,3900026678,2015-08-23 02:00:45,120,MISSED,SMS,817299093-6,479310647-1,52.1509,46.96309,Rome
9056,3698748211,3789546235,2015-11-24 09:53:49,111,MISSED,SMS,812534135-8,728538808-4,-8.5098,115.2654,Naples
6110,3569874514,3568040046,2015-10-26 13:36:01,455,REJECTED,SMS,754958807-4,070309627-3,56.8777,14.8091,Naples
9570,3256867412,3200056596,2015-12-29 03:09:52,100,FAILED,VOICE,921482328-6,117835547-0,47.9029,1.9039,Venice
1019,3265978452,3568900007,2015-11-16 21:56:29,456,REJECTED,VOICE,632308940-8,230781245-8,21.03433,106.77049,Rome
1926,3560891267,3689000589,2015-12-16 19:53:43,120,FAILED,SMS,072594477-3,587763524-7,24.78081,110.48967,Rome
7540,3987456213,3900026678,2015-10-23 01:13:19,110,REJECTED,VOICE,476982168-9,586808167-6,-21.205,-41.88778,Naples
2987,3569874512,3689000589,2015-11-30 00:41:03,110,MISSED,SMS,007154251-5,647488220-4,35.31999,67.63387,Florence
6349,3560891267,3568040046,2015-11-22 16:49:01,256,FAILED,SMS,276092184-0,771950474-7,38.2622,-0.7011,Milan
4528,3265487965,3659000450,2015-08-22 00:23:37,456,FAILED,VOICE,582884236-6,978879329-0,40.3667,-7.4,Genoa
2334,3659778412,3789546235,2015-08-09 13:34:33,356,BUSY,SMS,235579266-6,421808390-8,36.95293,65.12376,Genoa
3943,3265487965,3256015004,2015-08-13 14:23:33,256,FAILED,VOICE,262072398-1,869943489-8,49.08376,32.65549,Genoa
8114,3265487965,3568900007,2015-09-22 03:53:46,220,FAILED,SMS,318080289-8,191016427-5,9.6845,123.4026,Milan
3108,3560891267,3899600054,2015-12-28 13:44:03,220,BUSY,SMS,158379147-7,355213994-X,48.56667,114.08333,Naples
3012,3256987456,3568040046,2015-12-21 21:57:25,111,BUSY,SMS,547172786-X,584816938-1,11.67859,-84.70269,Milan
8654,3560891267,3200056596,2015-11-03 13:39:07,220,MISSED,VOICE,060899305-0,700912097-8,-7.3295,108.1257,Genoa
7071,3265978451,3900026678,2015-12-08 17:22:35,356,MISSED,VOICE,661692617-6,919880930-X,55.5055,41.3195,Milan
9903,3569874514,3789546235,2015-08-23 14:49:27,455,MISSED,SMS,644411858-1,273295307-5,25.73305,119.35866,Aosta
7553,3265487965,3568900007,2015-11-01 10:15:32,455,FAILED,VOICE,328725489-8,756805020-3,24.66667,101.63333,Venice
1967,3569874514,3200056596,2015-12-06 19:12:03,456,REJECTED,VOICE,653394267-0,607407819-X,49.79188,25.37297,Aosta
1097,3216549870,3999756035,2015-09-10 19:02:52,458,ANSWERED,SMS,330483343-9,186963937-5,45.8315,1.2578,Venice
8304,3265978452,3999756035,2015-09-30 14:46:41,456,FAILED,VOICE,920201110-9,330967493-2,9.30142,13.39771,Naples
6967,3698748211,3122560004,2015-09-30 07:29:16,365,ANSWERED,VOICE,658771732-2,348264612-0,-20.02194,-44.05889,Florence
5509,3698748211,3568040046,2015-12-09 06:09:54,111,ANSWERED,VOICE,591278331-6,842856158-3,49.4883,8.4647,Florence
5861,3265487965,3200056596,2015-08-31 16:58:42,365,MISSED,SMS,406700266-1,668698763-8,59.4439,18.0687,Rome
8278,3569874512,3504003456,2015-12-14 17:36:58,455,BUSY,SMS,690864362-X,746942557-8,32.44793,121.04353,Venice
2868,3560891267,3899600054,2015-11-07 04:27:11,780,ANSWERED,SMS,891132616-X,569880676-4,39.65,-8.8667,Genoa
1893,3659778412,3568040046,2015-11-13 20:25:24,456,ANSWERED,VOICE,238541002-8,453246542-7,7.37565,-72.64795,Milan
8527,3256987456,3789546235,2015-08-05 14:31:21,326,REJECTED,VOICE,933119518-4,863709041-9,48.86699,38.10007,Venice
5393,3256987456,3458611236,2015-09-16 18:40:55,256,BUSY,SMS,453358804-2,338136574-6,-51.7,-57.85,Milan
8045,3695847123,3659000450,2015-08-05 13:10:31,789,MISSED,SMS,222388252-8,772661472-2,50.28187,14.59297,Milan
6503,3265978451,3122560004,2015-12-05 05:49:52,110,MISSED,VOICE,094067983-3,666837633-9,10.15021,106.50606,Aosta
7298,3987456213,3504003456,2015-08-15 16:32:50,789,MISSED,VOICE,620021722-X,174113829-9,51.4658,7.1572,Florence
6259,3659778412,3789546235,2015-11-02 16:44:37,356,FAILED,SMS,136875974-2,556431602-9,18.49565,102.41421,Milan
1299,3265978452,3659000450,2015-08-17 03:45:44,120,ANSWERED,SMS,998270694-2,857496127-2,46.01162,127.71875,Genoa
3693,3265978451,3789546235,2015-11-24 21:06:47,455,FAILED,VOICE,018228750-5,240739626-X,-12.91417,-75.86306,Florence
5692,3256987456,3568040046,2015-10-22 17:30:29,780,ANSWERED,SMS,839231954-0,951894344-3,40.01469,113.23997,Rome
3406,3265978452,3568040046,2015-09-11 03:34:03,220,ANSWERED,SMS,876556456-1,836002942-3,45.85296,134.50035,Rome
6957,3256987456,3568900007,2015-08-16 17:24:45,111,MISSED,VOICE,483852199-5,234676333-0,48.8486,2.4377,Venice
1488,3987456213,3789546235,2015-10-27 09:30:36,220,MISSED,SMS,496140260-5,841275157-4,54.35806,59.43611,Genoa
4765,3560891267,3256015004,2015-09-05 17:37:48,100,FAILED,SMS,352328164-4,066441077-4,21.59241,110.69241,Milan
4312,3695847123,3122560004,2015-08-31 00:36:19,256,FAILED,VOICE,085110094-5,677807132-X,-9.7327,119.3456,Aosta
6404,3987456213,3789546235,2015-11-28 09:21:08,220,ANSWERED,VOICE,288580793-8,733010602-X,34.02889,108.66194,Rome
6989,3256867412,3122560004,2015-08-10 20:32:39,455,ANSWERED,SMS,989915179-3,543323534-3,29.30667,121.615,Rome
5475,3256867412,3689000589,2015-09-19 09:44:38,111,ANSWERED,SMS,414293130-X,686484780-2,49.5507,18.26113,Florence
9483,3659778412,3689000589,2015-08-27 07:04:10,789,REJECTED,VOICE,275419084-8,216838447-9,50.67159,22.67061,Naples
1919,3659778412,3659000450,2015-08-11 06:48:45,456,FAILED,VOICE,310727623-5,788290718-9,-17.61667,177.46667,Naples
8539,3569874514,3568040046,2015-08-20 03:35:15,365,REJECTED,VOICE,555988788-9,561717110-0,55.6759,12.5655,Venice
8061,3216549870,3999756035,2015-09-20 09:48:45,356,FAILED,SMS,393937870-4,469094050-9,44.86332,19.33931,Venice
8052,3256987456,3789546235,2015-11-25 19:25:06,789,MISSED,SMS,056512315-7,501291060-5,56.86014,24.36544,Florence
7453,3256987456,3659000450,2015-12-30 01:39:05,256,MISSED,VOICE,365045935-3,932777427-2,-18.64722,-48.18722,Milan
6189,3560891267,3568040046,2015-08-12 03:48:56,326,MISSED,SMS,280542943-5,080627902-8,24.51667,114.11667,Rome
8500,3987456213,3899600054,2015-12-24 22:47:11,100,ANSWERED,SMS,857241431-2,858277289-0,2.9273,-75.28188,Florence
3486,3698748211,3659000450,2015-10-14 12:36:13,120,BUSY,VOICE,624793575-7,908060876-9,29.98661,107.73923,Rome
9287,3569874514,3568040046,2015-10-09 06:40:13,789,ANSWERED,SMS,960364012-3,183530302-1,55.60859,38.86109,Florence
2825,3569874512,3899600054,2015-11-04 20:41:04,455,REJECTED,SMS,547143586-9,489036537-0,-8.3658,114.6671,Milan
6746,3695847123,3689000589,2015-08-18 10:18:43,356,ANSWERED,VOICE,448875707-3,099080896-3,8.36972,124.86444,Genoa
3308,3560891267,3256015004,2015-09-23 23:52:06,100,ANSWERED,VOICE,486852811-4,284230258-3,1.1175,121.4142,Naples
9919,3216549870,3200056596,2015-08-27 08:34:31,356,ANSWERED,VOICE,201852337-6,688462488-4,49.5,23.61667,Milan
1534,3698748211,3458611236,2015-09-01 12:57:46,100,BUSY,SMS,208912857-7,113556683-6,33.73333,115.4,Naples
4522,3256987456,3200056596,2015-11-26 00:40:27,456,MISSED,VOICE,351720828-0,980612703-X,41.9,-8.5367,Milan
3279,3265487965,3504003456,2015-10-20 13:56:10,220,BUSY,VOICE,150350212-0,460578470-5,50.24915,66.92027,Rome
4400,3256987456,3689000589,2015-10-16 07:36:04,789,FAILED,SMS,536363391-4,318563701-1,35.7214,51.109,Naples
2422,3698748211,3458611236,2015-08-21 19:20:21,256,REJECTED,SMS,095587829-2,585070741-7,37.79134,20.87407,Rome
7361,3569874512,3899600054,2015-11-13 12:08:49,780,BUSY,VOICE,613229429-5,278679375-0,16.9028,-97.5836,Milan
4841,3698748211,3659000450,2015-09-10 21:48:11,220,FAILED,SMS,176270146-4,948129611-3,-3.31687,17.38063,Genoa
9733,3265978451,3689000589,2015-10-21 02:49:31,455,FAILED,VOICE,690179115-1,231440124-7,38.4111,-8.9056,Milan
7743,3265978452,3568900007,2015-10-22 14:46:08,220,FAILED,VOICE,808673086-7,490144121-3,19.2584,-96.7649,Venice
6438,3698748211,3568900007,2015-12-26 20:22:16,100,REJECTED,SMS,041828256-0,124971172-X,15.6747,120.3315,Naples
9374,3265978452,3899600054,2015-09-25 11:10:56,100,MISSED,VOICE,232396847-5,888209044-2,0.66174,30.2748,Milan
3421,3698748211,3689000589,2015-10-22 13:36:34,455,MISSED,SMS,382484831-7,378060200-8,49.89032,19.67291,Venice
8483,3659778412,3504003456,2015-09-07 19:12:54,456,ANSWERED,SMS,401050639-3,267647617-3,31.66158,119.03429,Genoa
4525,3698748211,3568900007,2015-08-18 12:20:00,220,MISSED,VOICE,479295295-6,804476157-8,58.5942,16.1826,Florence
5477,3256987456,3122560004,2015-08-06 12:26:39,120,BUSY,SMS,394870324-8,686950537-3,57.92778,30.7025,Aosta
3949,3569874512,3999756035,2015-10-08 14:24:25,456,ANSWERED,SMS,186332336-8,035461173-9,-3.63333,32.18333,Florence
5842,3659778412,3899600054,2015-09-29 22:03:44,789,REJECTED,SMS,045123342-5,217842281-0,26.30944,127.77028,Naples
1144,3569874514,3458611236,2015-11-21 23:41:37,110,MISSED,SMS,140781398-6,492222172-7,9.14011,99.33311,Aosta
1858,3216549870,3256015004,2015-12-06 02:59:49,789,BUSY,VOICE,795376449-0,073443037-X,-8.2933,111.629,Florence
7155,3569874512,3689000589,2015-12-23 12:45:57,356,FAILED,VOICE,331873773-9,215474477-X,29.9913,112.11057,Florence
4241,3265487965,3568040046,2015-09-22 00:34:06,456,MISSED,VOICE,307088016-9,574997636-X,36.95341,122.23543,Milan
8958,3265978451,3200056596,2015-11-04 11:15:44,220,ANSWERED,VOICE,177976334-4,301144438-2,51.13326,20.96174,Aosta
6033,3698748211,3900026678,2015-09-25 16:11:35,256,MISSED,SMS,666148083-1,745940267-2,24.63124,116.90854,Florence
9313,3698748211,3504003456,2015-11-25 01:32:03,356,BUSY,VOICE,599996930-1,601034885-4,59.00314,52.41802,Aosta
6970,3569874514,3568040046,2015-12-01 00:46:51,100,FAILED,VOICE,942328613-5,627624930-0,28.67446,107.54556,Naples
2804,3695847123,3789546235,2015-12-24 12:53:43,455,FAILED,SMS,987649032-X,103935556-0,-9.48333,-72.71667,Rome
2349,3987456213,3568900007,2015-12-30 20:08:20,110,MISSED,VOICE,258654648-2,889756093-8,60.37552,93.03017,Aosta
3761,3569874514,3568900007,2015-08-29 01:57:37,356,FAILED,SMS,811066890-9,746751029-2,59.3333,18.05,Milan
1435,3987456213,3200056596,2015-10-27 20:46:47,122,FAILED,SMS,617322870-X,445036815-0,18.1978,120.5957,Rome
5893,3265978451,3122560004,2015-08-02 14:00:41,365,BUSY,SMS,757855572-3,777781613-6,50.10065,21.48025,Florence
1590,3265487965,3789546235,2015-11-29 04:21:49,456,FAILED,VOICE,166422945-0,117743890-9,38.67548,46.11205,Aosta
8317,3695847123,3256015004,2015-08-24 23:37:46,356,ANSWERED,VOICE,050277497-5,298449060-6,56.98639,24.29917,Milan
9800,3256867412,3504003456,2015-11-19 00:23:10,111,REJECTED,SMS,597775508-2,026795054-3,-8.1701,111.7546,Aosta
1099,3698748211,3900026678,2015-08-15 21:30:13,256,REJECTED,VOICE,252135449-X,141383134-6,9.21667,11.28333,Milan
7088,3659778412,3458611236,2015-10-22 02:46:42,110,ANSWERED,VOICE,965316323-X,642455698-2,8.01917,126.09417,Milan
7070,3987456213,3899600054,2015-08-02 09:08:55,256,BUSY,VOICE,128288614-2,590320567-4,10.18,122.9137,Aosta
2200,3256867412,3200056596,2015-08-12 21:31:04,120,MISSED,VOICE,088797054-0,624181369-2,60.0288,37.8084,Venice
7569,3987456213,3504003456,2015-11-15 12:32:57,365,MISSED,SMS,355502371-3,918325178-2,39.7698,76.64803,Naples
5846,3256987456,3568900007,2015-09-26 03:37:06,458,REJECTED,SMS,482458478-7,148390911-5,-2.2591,115.3166,Venice
9994,3659778412,3568040046,2015-08-15 04:02:00,456,FAILED,SMS,601649946-3,537108649-8,15.60588,-13.3223,Aosta
3060,3698748211,3789546235,2015-10-08 07:44:57,780,BUSY,SMS,255800258-9,004040682-2,46.01068,83.65645,Milan
8204,3987456213,3122560004,2015-11-16 15:30:55,789,MISSED,SMS,622944376-7,451154499-9,39.86066,116.69964,Genoa
3261,3216549870,3568040046,2015-12-02 04:46:38,256,BUSY,VOICE,424967497-5,940228444-3,1.61438,-75.60623,Venice
3446,3698748211,3999756035,2015-09-24 05:19:26,458,MISSED,VOICE,132640959-X,766556915-3,35.70694,117.92639,Rome
5451,3698748211,3899600054,2015-11-04 19:12:46,256,ANSWERED,VOICE,198003967-4,293776207-7,48.8919,2.239,Venice
4090,3265978452,3789546235,2015-09-17 17:50:45,110,FAILED,SMS,626085905-8,414838587-0,41.9233,-8.5633,Rome
6468,3265978451,3900026678,2015-11-17 18:05:38,458,ANSWERED,VOICE,905697074-7,800433237-4,19.5597,-99.4108,Florence
7544,3265978451,3689000589,2015-09-17 21:03:00,789,ANSWERED,VOICE,337161439-5,914741941-5,23.57134,116.43152,Florence
1297,3560891267,3458611236,2015-12-01 01:45:15,456,REJECTED,SMS,721558806-8,850806962-6,-6.8305,106.236,Genoa
8890,3695847123,3256015004,2015-10-23 05:35:59,789,MISSED,VOICE,879425338-2,004479532-7,32.03959,118.43511,Venice
2646,3256987456,3504003456,2015-11-08 04:59:40,122,BUSY,VOICE,434563715-5,359201681-4,6.96321,-75.41738,Rome
3010,3560891267,3900026678,2015-08-29 23:56:34,256,MISSED,SMS,996067911-X,427190709-X,-19.56667,18.11667,Aosta
4093,3265487965,3900026678,2015-11-15 05:17:08,455,ANSWERED,VOICE,609992414-0,463550100-0,40.87642,71.1022,Naples
5457,3216549870,3899600054,2015-12-23 11:08:57,365,ANSWERED,SMS,912641250-0,674832651-6,47.4323,-121.8034,Aosta
3184,3659778412,3899600054,2015-12-09 02:36:57,256,MISSED,VOICE,286535197-1,117008331-5,24.1904,-98.5691,Venice
4479,3265487965,3568040046,2015-09-05 00:56:23,256,REJECTED,SMS,105863870-X,905558206-9,9.99074,-83.03596,Rome
7867,3695847123,3504003456,2015-08-25 17:22:51,110,ANSWERED,VOICE,668502255-8,320227098-2,47.23135,39.72328,Genoa
8206,3698748211,3659000450,2015-10-03 14:48:16,780,FAILED,SMS,246444200-3,925634402-5,24.0167,-98.75,Venice
2448,3256867412,3789546235,2015-12-25 18:16:55,326,ANSWERED,VOICE,849837067-1,075538968-9,48.43161,26.26231,Florence
1701,3265978451,3789546235,2015-09-16 00:03:46,780,ANSWERED,SMS,337796859-8,269492452-2,-30.71164,-61.99862,Naples
9922,3569874514,3200056596,2015-10-10 18:03:05,256,BUSY,VOICE,163678576-X,620794545-X,59.98834,30.24296,Venice
4653,3265978452,3568040046,2015-08-17 13:11:36,110,ANSWERED,SMS,866739782-2,526813722-0,33.9276,49.4116,Genoa
4507,3659778412,3900026678,2015-08-08 14:13:04,365,FAILED,SMS,324053150-X,946886179-1,34.98333,136.98333,Milan
5490,3560891267,3458611236,2015-12-04 17:08:28,326,ANSWERED,SMS,990886001-1,684047537-9,35.22682,105.68755,Florence
6250,3265487965,3689000589,2015-08-13 20:10:54,356,BUSY,SMS,990134897-8,524269132-8,-32.36667,-57.85,Aosta
2289,3256987456,3900026678,2015-12-19 02:26:08,789,BUSY,SMS,987668498-1,552640317-3,22.28552,114.15769,Naples
1076,3560891267,3899600054,2015-09-13 04:53:19,458,MISSED,VOICE,284594246-X,333878553-4,38.8494,-9.4301,Rome
4379,3659778412,3458611236,2015-11-05 02:12:53,220,ANSWERED,SMS,638270244-7,672881515-5,46.3231,-0.4588,Venice
3059,3659778412,3689000589,2015-08-06 14:10:49,256,MISSED,VOICE,946078423-2,410049121-2,37.9333,-8.4,Genoa
7244,3569874512,3568040046,2015-10-16 22:47:19,256,REJECTED,SMS,178691061-6,461529615-0,56.11281,69.49015,Rome
1161,3265978451,3659000450,2015-08-27 09:19:49,220,ANSWERED,VOICE,442411999-8,964947079-4,50.21572,15.74831,Aosta
3318,3698748211,3689000589,2015-08-01 15:59:07,256,MISSED,SMS,686863378-5,049489285-4,56.05,21.81667,Florence
7927,3569874514,3200056596,2015-09-24 12:10:05,122,MISSED,VOICE,883639073-0,854157570-5,-8.4278,115.5718,Aosta
9058,3265978451,3122560004,2015-08-14 15:02:30,120,MISSED,SMS,990730335-6,087585038-3,49.76647,-119.73568,Genoa
8505,3569874514,3122560004,2015-12-23 18:57:05,256,FAILED,VOICE,552044894-9,057499808-X,35.59824,36.03006,Rome
9549,3265978452,3568040046,2015-10-31 00:40:21,789,FAILED,VOICE,027446761-5,804958597-2,15.00508,102.27033,Genoa
1258,3265487965,3568040046,2015-10-07 08:47:30,356,REJECTED,SMS,243403607-4,024701683-7,25.5251,69.0159,Rome
8784,3265978452,3789546235,2015-09-19 06:22:48,356,REJECTED,VOICE,893903604-2,060344569-1,16.44671,102.833,Rome
2339,3216549870,3504003456,2015-12-02 04:33:56,458,FAILED,VOICE,822373655-1,048593258-X,53.01907,20.88029,Naples
6398,3256867412,3568040046,2015-10-02 13:38:56,789,BUSY,SMS,835617184-9,042538002-5,55.8524,13.6609,Aosta
5963,3569874512,3568040046,2015-12-02 03:06:38,458,BUSY,SMS,152481665-5,260574745-X,20.89802,109.96032,Rome
4979,3698748211,3122560004,2015-08-15 19:10:48,789,ANSWERED,VOICE,765496662-8,971978068-1,41.41111,20.53556,Genoa
9736,3569874514,3999756035,2015-11-17 04:38:34,122,ANSWERED,VOICE,145893696-1,600709345-X,-33.17538,-64.99331,Naples
3388,3265978451,3900026678,2015-10-27 15:42:28,122,FAILED,VOICE,982570546-9,027717049-4,55.61113,40.65186,Florence
9108,3265978451,3200056596,2015-09-16 22:01:25,456,FAILED,SMS,451859032-5,422292658-2,62.20907,-6.75247,Venice
8566,3695847123,3568900007,2015-09-28 09:17:24,110,REJECTED,VOICE,324738121-X,674206687-3,46.0625,6.575,Genoa
1011,3987456213,3900026678,2015-11-08 20:41:31,256,MISSED,SMS,823052348-7,730984570-6,41.42778,128.0275,Naples
4345,3569874512,3200056596,2015-12-19 06:49:25,780,FAILED,SMS,710582162-0,951663537-7,45.33333,97.98333,Genoa
8548,3265487965,3900026678,2015-11-29 21:57:07,780,BUSY,SMS,086812656-X,059870316-0,-7.3946,106.7925,Naples
8843,3256987456,3789546235,2015-11-16 23:44:21,365,FAILED,VOICE,490976329-5,888979419-4,8.16281,-63.56584,Aosta
5464,3265978451,3458611236,2015-09-10 23:20:08,220,BUSY,SMS,774473112-3,804037102-3,23.1006,90.84989,Aosta
3901,3695847123,3789546235,2015-08-23 00:38:41,456,ANSWERED,VOICE,003185740-X,097503742-0,6.77389,124.57472,Florence
5043,3265978452,3458611236,2015-09-10 08:31:22,456,BUSY,VOICE,057311695-4,159697896-1,46.19222,16.89167,Rome
9911,3265978452,3458611236,2015-09-30 01:05:48,789,ANSWERED,SMS,945571512-0,341900838-4,50.86033,36.44784,Venice
7192,3560891267,3458611236,2015-11-10 04:29:46,780,BUSY,VOICE,793937989-5,265039544-3,35.87194,14.44111,Aosta
7971,3265978451,3789546235,2015-12-22 04:52:42,365,ANSWERED,VOICE,565429945-X,987021662-5,5.38541,-73.36364,Florence
8876,3659778412,3900026678,2015-09-02 17:35:31,458,REJECTED,SMS,125476784-3,145321370-8,43.7793,11.2463,Florence
4674,3569874514,3689000589,2015-10-24 07:38:29,256,ANSWERED,SMS,915482293-9,641901584-7,48.1171,11.5393,Genoa
1855,3569874514,3899600054,2015-08-17 16:53:47,256,BUSY,VOICE,739295743-0,174027601-9,14.48989,100.44847,Florence
3528,3569874514,3899600054,2015-08-07 12:42:23,789,FAILED,VOICE,044770982-8,441328234-5,21.0721,40.31185,Florence
3480,3987456213,3659000450,2015-10-29 00:19:11,256,ANSWERED,SMS,462687130-5,960040097-0,43.8333,4.35,Milan
6821,3216549870,3200056596,2015-11-05 03:46:04,256,BUSY,VOICE,234225044-4,435729644-7,9.30142,13.39771,Aosta
1323,3560891267,3789546235,2015-09-04 20:38:01,220,MISSED,SMS,713833794-9,682988310-5,34.20886,101.55288,Venice
3610,3256987456,3122560004,2015-12-30 09:06:36,789,BUSY,SMS,346208118-7,148213818-2,-7.26098,107.0031,Rome
5272,3256867412,3458611236,2015-12-14 05:24:27,110,REJECTED,VOICE,492888118-4,590339616-X,41.99082,127.21747,Rome
1516,3265978452,3900026678,2015-09-24 23:23:54,458,MISSED,VOICE,690292117-2,013660298-3,32.3116,106.81985,Naples
1341,3256987456,3900026678,2015-09-29 11:16:46,111,REJECTED,VOICE,774300097-4,772099554-6,-20.4725,-45.12556,Aosta
7370,3569874512,3999756035,2015-12-26 06:11:13,789,BUSY,VOICE,525036869-7,946715968-6,38.8333,-9.45,Florence
7881,3659778412,3256015004,2015-10-15 21:50:58,456,MISSED,SMS,189057479-1,342754817-1,-0.3808,101.3395,Milan
9043,3569874512,3200056596,2015-08-22 06:02:57,455,ANSWERED,SMS,637458559-3,687427986-6,,,Milan
6935,3569874512,3122560004,2015-11-01 17:59:38,455,MISSED,VOICE,427740508-8,269330882-8,25.06667,-78.05,Aosta
5601,3569874514,3899600054,2015-08-26 22:45:24,256,ANSWERED,SMS,218598398-9,118572219-X,-22.10236,-65.59299,Milan
3502,3216549870,3122560004,2015-12-09 15:52:23,456,REJECTED,VOICE,575807734-8,753871438-3,-29.98472,-50.13361,Rome
8821,3256867412,3458611236,2015-09-27 18:02:00,365,FAILED,SMS,567101992-3,872935243-6,41.8784,-87.633,Venice
8107,3659778412,3504003456,2015-11-22 10:02:20,111,REJECTED,VOICE,410889058-2,687229111-7,0.39051,9.76096,Genoa
9379,3216549870,3999756035,2015-10-28 22:06:11,122,BUSY,VOICE,329194545-X,791858756-1,48.9333,2.3667,Milan
5558,3265978451,3122560004,2015-11-30 19:34:19,780,MISSED,SMS,731181536-3,721942863-4,-8.76194,-63.90389,Venice
1383,3569874512,3568900007,2015-12-30 21:06:42,326,MISSED,VOICE,977320860-5,847036149-X,-19.73639,-45.25222,Aosta
6171,3256987456,3568900007,2015-10-27 05:11:08,456,FAILED,VOICE,745038825-1,004869897-0,53.7667,-2.7167,Genoa
3823,3256867412,3568040046,2015-11-04 20:13:52,455,FAILED,VOICE,996982491-0,006349937-1,37.96843,23.21351,Rome
5751,3265978452,3568900007,2015-11-01 19:51:33,256,ANSWERED,VOICE,392257505-6,719082002-7,-6.2683,106.1046,Naples
9055,3698748211,3999756035,2015-08-26 13:24:59,356,BUSY,VOICE,712143076-2,283682880-3,-23.42528,-51.93861,Genoa
3536,3256867412,3256015004,2015-11-24 16:57:48,256,FAILED,SMS,832618678-3,579657761-1,6.98722,121.92722,Rome
8882,3695847123,3122560004,2015-08-12 17:49:26,110,BUSY,SMS,589413900-7,670220984-3,-18.96667,47.73333,Naples
2762,3216549870,3504003456,2015-10-07 19:46:04,365,REJECTED,SMS,659485127-6,206263045-X,33.59744,69.22592,Aosta
6846,3256987456,3899600054,2015-10-29 14:24:40,789,FAILED,VOICE,467147232-5,616268608-6,-6.9695,112.8282,Venice
7766,3265978452,3122560004,2015-11-27 02:42:54,780,ANSWERED,SMS,945735812-0,646096493-9,55.4167,12.95,Aosta
3225,3265978451,3568900007,2015-12-02 04:18:41,220,MISSED,VOICE,746122306-2,456880893-6,-6.7831,106.1481,Florence
2621,3265978452,3659000450,2015-08-09 10:27:38,356,MISSED,VOICE,353020562-1,409883364-6,-7.30759,140.55782,Naples
9487,3256867412,3899600054,2015-11-24 21:59:36,458,MISSED,VOICE,121126240-5,851007232-9,,,Rome
3822,3569874514,3789546235,2015-10-08 15:40:44,122,ANSWERED,SMS,122126628-4,168052162-4,32.19427,119.52853,Aosta
2159,3569874512,3256015004,2015-12-02 15:16:12,256,FAILED,SMS,002096304-1,383267502-7,11.4289,122.5961,Naples
2947,3256987456,3504003456,2015-12-19 00:15:08,780,BUSY,VOICE,698128618-1,791304938-3,34.6,133.46667,Naples
8181,3265978452,3458611236,2015-09-22 11:30:35,120,ANSWERED,VOICE,588065039-1,912953020-2,10.90354,123.0597,Milan
9493,3987456213,3659000450,2015-08-01 11:49:43,456,ANSWERED,VOICE,747197299-8,154273483-5,25.58556,119.75774,Genoa
4378,3265978451,3789546235,2015-11-06 07:50:00,458,FAILED,VOICE,442157658-1,505450017-0,10.46967,-68.55857,Naples
9380,3265978452,3900026678,2015-08-23 20:10:05,100,FAILED,VOICE,387438046-7,060421556-8,31.50955,108.44579,Milan
7803,3256867412,3200056596,2015-12-13 05:31:02,110,BUSY,SMS,152830911-1,701750153-5,40.03874,48.94286,Genoa
4443,3216549870,3789546235,2015-11-10 18:45:46,111,MISSED,SMS,416175673-9,578907305-0,45.07636,20.17948,Rome
2785,3256987456,3999756035,2015-10-10 17:30:44,780,REJECTED,VOICE,622463835-7,108390521-X,46.46391,125.77143,Aosta
4896,3256987456,3504003456,2015-08-16 19:41:58,780,MISSED,VOICE,230145929-2,010916301-X,10.99081,104.78498,Naples
4122,3659778412,3689000589,2015-09-20 20:31:43,256,REJECTED,VOICE,108577542-9,720995253-5,59.3501,17.9658,Venice
